iter	Passed	Remaining
885	24043	111642
886	24070	111615
887	24100	111601
888	24130	111585
889	24159	111568
890	24185	111536
891	24213	111511
892	24238	111475
893	24265	111448
894	24290	111411
895	24316	111376
896	24342	111347
897	24370	111321
898	24396	111290
899	24421	111254
900	24448	111224
901	24479	111214
902	24504	111178
903	24531	111149
904	24558	111122
905	24584	111090
906	24613	111071
907	24644	111062
908	24670	111032
909	24692	110980
910	24719	110952
911	24744	110917
912	24771	110887
913	24798	110858
914	24820	110811
915	24849	110792
916	24874	110757
917	24902	110731
918	24927	110694
919	24951	110653
920	24977	110623
921	25004	110595
922	25030	110563
923	25057	110533
924	25083	110503
925	25109	110471
926	25138	110451
927	25163	110414
928	25187	110373
929	25215	110352
930	25243	110327
931	25271	110306
932	25300	110287
933	25327	110258
934	25353	110226
935	25376	110181
936	25404	110160
937	25433	110138
938	25461	110114
939	25489	110094
940	25515	110061
941	25541	110030
942	25570	110008
943	25596	109980
944	25625	109958
945	25652	109933
946	25676	109889
947	25704	109868
948	25731	109840
949	25752	109787
950	25775	109741
951	25800	109705
952	25829	109685
953	25856	109658
954	25883	109633
955	25910	109602
956	25939	109586
957	25964	109549
958	25994	109534
959	26015	109480
960	26041	109450
961	26069	109425
962	26098	109407
963	26124	109376
964	26152	109351
965	26181	109332
966	26207	109302
967	26236	109281
968	26263	109254
969	26296	109252
970	26321	109217
971	26348	109189
972	26372	109149
973	26401	109130
974	26423	109083
975	26449	109051
976	26498	109114
977	26532	109113
978	26560	109089
979	26589	109070
980	26616	109043
981	26641	109009
982	26668	108980
983	26693	108943
984	26718	108908
985	26740	108860
986	26753	108776
987	26783	108761
988	26812	108741
989	26836	108702
990	26862	108668
991	26887	108632
992	26910	108591
993	26936	108559
994	26965	108538
995	26990	108504
996	27021	108490
997	27050	108471
998	27078	108450
999	27104	108419
1000	27129	108381
1001	27159	108366
1002	27184	108331
1003	27211	108302
1004	27234	108261
1005	27262	108237
1006	27286	108199
1007	27312	108165
1008	27341	108144
1009	27373	108140
1010	27401	108115
1011	27429	108092
1012	27456	108062
1013	27481	108027
1014	27507	107999
1015	27535	107975
1016	27557	107926
1017	27582	107891
1018	27612	107877
1019	27640	107853
1020	27670	107834
1021	27694	107798
1022	27723	107777
1023	27746	107735
1024	27774	107710
1025	27797	107666
1026	27820	107625
1027	27846	107594
1028	27874	107569
1029	27900	107538
1030	27923	107495
1031	27947	107457
1032	27973	107423
1033	27999	107395
1034	28026	107365
1035	28055	107347
1036	28078	107304
1037	28104	107273
1038	28131	107246
1039	28158	107218
1040	28185	107190
1041	28213	107166
1042	28237	107129
1043	28265	107104
1044	28292	107076
1045	28319	107051
1046	28344	107017
1047	28374	106998
1048	28402	106976
1049	28429	106949
1050	28459	106932
1051	28486	106903
1052	28512	106875
1053	28542	106858
1054	28570	106833
1055	28584	106757
1056	28610	106729
1057	28638	106705
1058	28667	106685
1059	28693	106651
1060	28736	106684
1061	28785	106739
1062	28819	106737
1063	28868	106791
1064	28903	106793
1065	28935	106782
1066	28966	106771
1067	29002	106775
1068	29027	106742
1069	29053	106712
1070	29078	106675
1071	29106	106650
1072	29143	106659
1073	29183	106679
1074	29233	106736
1075	29275	106764
1076	29313	106776
1077	29351	106787
1078	29394	106817
1079	29433	106832
1080	29477	106867
1081	29517	106886
1082	29548	106871
1083	29577	106851
1084	29612	106852
1085	29641	106828
1086	29665	106791
1087	29695	106772
1088	29723	106747
1089	29748	106713
1090	29777	106691
1091	29803	106657
1092	29827	106621
1093	29857	106602
1094	29879	106556
1095	29907	106531
1096	29932	106495
1097	29957	106459
1098	29980	106417
1099	30006	106388
1100	30031	106352
1101	30059	106326
1102	30099	106343
1103	30131	106334
1104	30183	106394
1105	30231	106438
1106	30268	106445
1107	30302	106440
1108	30339	106447
1109	30380	106468
1110	30422	106491
1111	30461	106505
1112	30498	106511
1113	30540	106534
1114	30577	106540
1115	30610	106534
1116	30645	106532
1117	30684	106544
1118	30712	106519
1119	30740	106494
1120	30766	106460
1121	30790	106422
1122	30817	106392
1123	30847	106373
1124	30871	106335
1125	30897	106301
1126	30923	106271
1127	30949	106237
1128	30975	106206
1129	31003	106180
1130	31052	106227
1131	31098	106261
1132	31123	106227
1133	31154	106211
1134	31184	106191
1135	31208	106153
1136	31235	106123
1137	31261	106091
1138	31287	106060
1139	31315	106032
1140	31342	106003
1141	31369	105974
1142	31398	105953
1143	31422	105914
1144	31451	105890
1145	31480	105868
1146	31504	105830
1147	31531	105800
1148	31562	105786
1149	31591	105763
1150	31618	105732
1151	31642	105693
1152	31668	105663
1153	31694	105629
1154	31721	105599
1155	31747	105570
1156	31772	105534
1157	31798	105500
1158	31827	105480
1159	31860	105468
1160	31884	105430
1161	31910	105398
1162	31935	105361
1163	31958	105319
1164	31975	105259
1165	32004	105237
1166	32033	105212
1167	32060	105184
1168	32087	105155
1169	32115	105131
1170	32143	105104
1171	32171	105078
1172	32198	105051
1173	32227	105026
1174	32253	104995
1175	32281	104969
1176	32309	104943
1177	32332	104901
1178	32359	104872
1179	32391	104859
1180	32418	104830
1181	32441	104791
1182	32467	104758
1183	32496	104735
1184	32521	104700
1185	32547	104668
1186	32573	104637
1187	32598	104600
1188	32622	104560
1189	32648	104528
1190	32671	104488
1191	32700	104465
1192	32729	104443
1193	32758	104421
1194	32785	104393
1195	32797	104315
1196	32826	104291
1197	32855	104271
1198	32883	104246
1199	32908	104210
1200	32931	104170
1201	32958	104139
1202	32986	104114
1203	33018	104102
1204	33046	104074
1205	33075	104053
1206	33102	104025
1207	33130	103997
1208	33157	103971
1209	33184	103942
1210	33212	103915
1211	33238	103884
1212	33265	103854
1213	33294	103832
1214	33322	103806
1215	33347	103771
1216	33371	103733
1217	33397	103703
1218	33424	103673
1219	33453	103652
1220	33481	103624
1221	33507	103592
1222	33533	103562
1223	33560	103532
1224	33587	103503
1225	33615	103479
1226	33643	103452
1227	33671	103427
1228	33695	103390
1229	33724	103366
1230	33750	103333
1231	33776	103303
1232	33805	103279
1233	33830	103247
1234	33857	103216
1235	33885	103193
1236	33911	103160
1237	33934	103120
1238	33961	103091
1239	33985	103051
1240	34013	103025
1241	34040	102999
1242	34066	102965
1243	34090	102929
1244	34113	102888
1245	34137	102852
1246	34166	102828
1247	34196	102808
1248	34225	102785
1249	34267	102803
1250	34316	102840
1251	34368	102885
1252	34417	102922
1253	34463	102950
1254	34515	102995
1255	34557	103011
1256	34596	103017
1257	34641	103042
1258	34681	103053
1259	34725	103074
1260	34762	103074
1261	34804	103090
1262	34845	103100
1263	34880	103095
1264	34923	103113
1265	34963	103121
1266	34991	103095
1267	35037	103122
1268	35065	103096
1269	35093	103070
1270	35125	103055
1271	35161	103050
1272	35199	103054
1273	35239	103064
1274	35290	103103
1275	35332	103118
1276	35375	103135
1277	35419	103155
1278	35458	103160
1279	35512	103209
1280	35566	103256
1281	35616	103293
1282	35675	103354
1283	35718	103371
1284	35752	103363
1285	35799	103390
1286	35842	103406
1287	35884	103418
1288	35917	103405
1289	35958	103416
1290	35999	103424
1291	36052	103470
1292	36090	103469
1293	36117	103440
1294	36145	103411
1295	36175	103389
1296	36201	103357
1297	36232	103339
1298	36262	103317
1299	36305	103331
1300	36348	103346
1301	36392	103364
1302	36452	103425
1303	36498	103450
1304	36547	103480
1305	36597	103516
1306	36641	103533
1307	36691	103565
1308	36737	103588
1309	36779	103599
1310	36803	103561
1311	36844	103569
1312	36877	103553
1313	36914	103552
1314	36949	103544
1315	36987	103542
1316	37016	103517
1317	37055	103519
1318	37089	103506
1319	37124	103498
1320	37156	103482
1321	37186	103457
1322	37221	103448
1323	37248	103418
1324	37299	103453
1325	37349	103485
1326	37396	103510
1327	37446	103543
1328	37498	103579
1329	37542	103594
1330	37586	103610
1331	37621	103600
1332	37652	103578
1333	37691	103580
1334	37727	103574
1335	37758	103553
1336	37785	103522
1337	37814	103496
1338	37844	103472
1339	37875	103451
1340	37910	103439
1341	37936	103405
1342	37967	103386
1343	37995	103358
1344	38023	103326
1345	38052	103300
1346	38080	103273
1347	38107	103242
1348	38135	103211
1349	38162	103178
1350	38191	103153
1351	38217	103118
1352	38241	103080
1353	38273	103061
1354	38300	103030
1355	38327	102998
1356	38355	102969
1357	38381	102934
1358	38411	102910
1359	38437	102875
1360	38467	102854
1361	38496	102826
1362	38527	102805
1363	38559	102787
1364	38586	102755
1365	38617	102735
1366	38645	102705
1367	38674	102678
1368	38699	102642
1369	38726	102611
1370	38753	102578
1371	38780	102548
1372	38810	102524
1373	38836	102490
1374	38865	102463
1375	38894	102437
1376	38921	102406
1377	38949	102376
1378	38978	102349
1379	39020	102357
1380	39069	102384
1381	39121	102419
1382	39157	102410
1383	39204	102429
1384	39234	102406
1385	39260	102373
1386	39291	102350
1387	39319	102320
1388	39349	102297
1389	39380	102276
1390	39409	102250
1391	39450	102255
1392	39505	102294
1393	39537	102275
1394	39576	102274
1395	39610	102262
1396	39651	102264
1397	39691	102265
1398	39726	102254
1399	39757	102232
1400	39794	102228
1401	39828	102212
1402	39859	102191
1403	39885	102156
1404	39917	102137
1405	39949	102117
1406	39976	102085
1407	40005	102060
1408	40043	102055
1409	40078	102042
1410	40112	102030
1411	40148	102019
1412	40181	102002
1413	40226	102016
1414	40259	102001
1415	40298	101998
1416	40334	101989
1417	40358	101949
1418	40384	101913
1419	40408	101875
1420	40435	101843
1421	40463	101813
1422	40490	101781
1423	40514	101741
1424	40540	101707
1425	40565	101670
1426	40592	101636
1427	40617	101599
1428	40644	101569
1429	40671	101535
1430	40697	101503
1431	40728	101479
1432	40756	101450
1433	40787	101427
1434	40816	101400
1435	40845	101374
1436	40878	101358
1437	40920	101361
1438	40962	101367
1439	41022	101417
1440	41073	101443
1441	41100	101411
1442	41141	101414
1443	41183	101418
1444	41213	101394
1445	41253	101392
1446	41284	101371
1447	41326	101375
1448	41360	101360
1449	41404	101369
1450	41441	101361
1451	41469	101332
1452	41498	101303
1453	41525	101272
1454	41562	101262
1455	41592	101238
1456	41626	101224
1457	41660	101207
1458	41697	101200
1459	41732	101186
1460	41767	101173
1461	41802	101160
1462	41839	101151
1463	41874	101140
1464	41910	101128
1465	41943	101109
1466	41970	101079
1467	42001	101054
1468	42027	101020
1469	42051	100980
1470	42078	100947
1471	42118	100946
1472	42148	100920
1473	42178	100896
1474	42208	100871
1475	42245	100861
1476	42282	100853
1477	42320	100847
1478	42367	100862
1479	42403	100851
1480	42445	100853
1481	42474	100826
1482	42498	100787
1483	42526	100756
1484	42555	100728
1485	42589	100713
1486	42628	100709
1487	42666	100702
1488	42701	100688
1489	42735	100672
1490	42772	100662
1491	42820	100679
1492	42859	100675
1493	42897	100669
1494	42927	100642
1495	42958	100618
1496	42986	100589
1497	43020	100573
1498	43052	100551
1499	43082	100526
1500	43112	100500
1501	43136	100461
1502	43163	100428
1503	43190	100395
1504	43215	100356
1505	43241	100321
1506	43269	100292
1507	43298	100263
1508	43332	100246
1509	43366	100230
1510	43402	100218
1511	43435	100199
1512	43467	100178
1513	43501	100163
1514	43531	100136
1515	43563	100115
1516	43597	100097
1517	43627	100072
1518	43655	100042
1519	43678	100001
1520	43703	99963
1521	43728	99927
1522	43755	99893
1523	43782	99860
1524	43812	99835
1525	43836	99795
1526	43862	99761
1527	43887	99723
1528	43916	99694
1529	43944	99665
1530	43972	99634
1531	43998	99598
1532	44026	99570
1533	44052	99533
1534	44077	99498
1535	44105	99467
1536	44131	99431
1537	44165	99415
1538	44192	99383
1539	44232	99379
1540	44263	99355
1541	44293	99330
1542	44319	99295
1543	44349	99268
1544	44379	99243
1545	44410	99220
1546	44439	99191
1547	44467	99162
1548	44494	99128
1549	44522	99099
1550	44548	99062
1551	44575	99030
1552	44602	98999
1553	44633	98974
1554	44660	98941
1555	44697	98932
1556	44733	98919
1557	44771	98910
1558	44802	98888
1559	44829	98854
1560	44871	98855
1561	44911	98852
1562	44946	98836
1563	44978	98814
1564	45018	98810
1565	45047	98782
1566	45087	98777
1567	45118	98755
1568	45147	98725
1569	45172	98689
1570	45211	98683
1571	45241	98657
1572	45277	98642
1573	45307	98617
1574	45345	98608
1575	45378	98588
1576	45409	98564
1577	45444	98549
1578	45477	98530
1579	45516	98523
1580	45551	98507
1581	45589	98498
1582	45627	98489
1583	45659	98467
1584	45691	98446
1585	45718	98412
1586	45743	98376
1587	45771	98344
1588	45797	98309
1589	45824	98277
1590	45851	98244
1591	45878	98212
1592	45903	98176
1593	45929	98141
1594	45956	98108
1595	45984	98076
1596	46009	98039
1597	46037	98010
1598	46064	97976
1599	46092	97946
1600	46121	97917
1601	46143	97875
1602	46174	97850
1603	46202	97820
1604	46227	97784
1605	46253	97748
1606	46282	97721
1607	46324	97719
1608	46367	97719
1609	46422	97747
1610	46457	97731
1611	46493	97716
1612	46532	97710
1613	46575	97709
1614	46617	97708
1615	46649	97685
1616	46674	97650
1617	46701	97616
1618	46728	97583
1619	46756	97554
1620	46783	97520
1621	46812	97492
1622	46838	97457
1623	46863	97421
1624	46891	97389
1625	46918	97357
1626	46946	97326
1627	46974	97295
1628	47000	97261
1629	47027	97228
1630	47053	97194
1631	47079	97160
1632	47108	97130
1633	47142	97112
1634	47176	97094
1635	47216	97088
1636	47258	97085
1637	47303	97091
1638	47343	97085
1639	47381	97073
1640	47417	97059
1641	47449	97037
1642	47486	97024
1643	47522	97010
1644	47558	96996
1645	47598	96989
1646	47641	96989
1647	47677	96974
1648	47716	96966
1649	47751	96950
1650	47786	96932
1651	47817	96908
1652	47844	96875
1653	47873	96847
1654	47899	96812
1655	47934	96794
1656	47966	96773
1657	47999	96752
1658	48031	96728
1659	48059	96698
1660	48093	96678
1661	48127	96661
1662	48161	96642
1663	48199	96630
1664	48234	96613
1665	48273	96604
1666	48307	96585
1667	48341	96566
